OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
72,GARD:0005810,Angelman syndrome,411515,Angelman syndrome due to imprinting defect in 15q11-q13,HGNC:13542,ATP10A,Role in the phenotype of,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,139512,Neuropathy with hearing impairment,HGNC:4285,GJB3,Disease-causing germline mutation(s) in,Assessed
646,GARD:0007207,Niemann-Pick disease type C1,216986,"Niemann-Pick disease type C, adult neurologic onset",HGNC:7897,NPC1,Disease-causing germline mutation(s) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,466962,SMARCA4-deficient sarcoma of thorax,HGNC:11100,SMARCA4,Disease-causing somatic mutation(s) in,Assessed
263543,GARD:0012862,Generalized peeling skin syndrome,263548,Peeling skin syndrome type A,HGNC:15993,CHST8,Disease-causing germline mutation(s) (loss of function) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,86849,Acute basophilic leukemia,HGNC:4170,GATA1,Part of a fusion gene in,Assessed
178382,GARD:0005488,Congenital vertical talus,295201,"Congenital vertical talus, unilateral",HGNC:5133,HOXD10,Disease-causing germline mutation(s) in,Assessed
251595,GARD:0005907,Diffuse astrocytoma,251604,Gemistocytic astrocytoma,HGNC:5383,IDH2,Biomarker tested in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,320411,Autosomal recessive spastic paraplegia type 56,HGNC:20582,CYP2U1,Disease-causing germline mutation(s) in,Assessed
593,GARD:0010529,Myofibrillar myopathy,98912,"Late-onset distal myopathy, Markesbery-Griggs type",HGNC:15710,LDB3,Disease-causing germline mutation(s) in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370968,Congenital muscular dystrophy with intellectual disability,HGNC:9202,POMT1,Disease-causing germline mutation(s) in,Assessed
407,GARD:0007219,Glycine encephalopathy,289860,Infantile glycine encephalopathy,HGNC:4208,GCSH,Disease-causing germline mutation(s) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,411602,Hereditary late-onset Parkinson disease,HGNC:11960,GIGYF2,Candidate gene tested in,Not yet assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:2336,CR2,Major susceptibility factor in,Assessed
2542,GARD:0012085,Microphthalmia,35612,Nanophthalmos,HGNC:12703,BEST1,Disease-causing germline mutation(s) in,Assessed
848,GARD:0000871,Beta-thalassemia,231222,Beta-thalassemia intermedia,HGNC:4827,HBB,Disease-causing germline mutation(s) in,Assessed
217071,GARD:0008417,Renal cell carcinoma 4,319308,MiT family translocation renal cell carcinoma,HGNC:7871,NONO,Part of a fusion gene in,Assessed
583,GARD:0007095,Mucopolysaccharidosis type VI,276212,"Mucopolysaccharidosis type 6, rapidly progressing",HGNC:714,ARSB,Disease-causing germline mutation(s) in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370968,Congenital muscular dystrophy with intellectual disability,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268748,Total spina bifida cystica,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
182067,GARD:0006513,Glioma,251579,Giant cell glioblastoma,HGNC:9236,PPARG,Biomarker tested in,Assessed
91024,GARD:0012449,Autosomal recessive axonal Charcot-Marie-Tooth disease type 2,90120,Hereditary motor and sensory neuropathy type 6,HGNC:16877,MFN2,Disease-causing germline mutation(s) in,Assessed
646,GARD:0007207,Niemann-Pick disease type C1,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset",HGNC:14537,NPC2,Disease-causing germline mutation(s) in,Assessed
79225,GARD:0007672,Sphingolipidosis,216986,"Niemann-Pick disease type C, adult neurologic onset",HGNC:14537,NPC2,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8619,PAX5,Part of a fusion gene in,Assessed
655,GARD:0000206,Nephronophthisis,93592,Juvenile nephronophthisis,HGNC:18340,WDR19,Disease-causing germline mutation(s) in,Assessed
99927,GARD:0010263,Hydatidiform mole,254688,Complete hydatidiform mole,HGNC:28613,MEI1,Disease-causing germline mutation(s) in,Assessed
98249,GARD:0006322,Ehlers-Danlos syndromes,536532,Classical-like Ehlers-Danlos syndrome type 2,HGNC:303,AEBP1,Disease-causing germline mutation(s) (loss of function) in,Assessed
100092,GARD:0002437,Gastro-enteropancreatic neuroendocrine tumor,100075,Neuroendocrine tumor of stomach,HGNC:886,ATRX,Candidate gene tested in,Not yet assessed
213500,GARD:0007295,Ovarian cancer,213524,Hereditary site-specific ovarian cancer syndrome,HGNC:1100,BRCA1,Major susceptibility factor in,Assessed
79225,GARD:0007672,Sphingolipidosis,309263,"Metachromatic leukodystrophy, juvenile form",HGNC:9498,PSAP,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268758,Lumbosacral spina bifida cystica,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
796,GARD:0007604,Sandhoff disease,309162,"Sandhoff disease, juvenile form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
98473,GARD:0007922,Muscular dystrophy,98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,HGNC:17084,SYNE2,Disease-causing germline mutation(s) in,Not yet assessed
182067,GARD:0006513,Glioma,251579,Giant cell glioblastoma,HGNC:11522,TACC1,Part of a fusion gene in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,2828,Young-onset Parkinson disease,HGNC:9171,PODXL,Disease-causing germline mutation(s) (loss of function) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,1810,Autosomal dominant hypohidrotic ectodermal dysplasia,HGNC:26624,KDF1,Disease-causing germline mutation(s) in,Assessed
79430,GARD:0006643,Hermansky-Pudlak syndrome,231531,Hermansky-Pudlak syndrome due to BLOC-1 deficiency,HGNC:20914,BLOC1S3,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,447753,Autosomal dominant spastic paraplegia type 9A,HGNC:9722,ALDH18A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,447760,Autosomal recessive spastic paraplegia type 9B,HGNC:9722,ALDH18A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
655,GARD:0000206,Nephronophthisis,93592,Juvenile nephronophthisis,HGNC:19104,NPHP4,Disease-causing germline mutation(s) in,Assessed
612,GARD:0004459,Potassium aggravated myotonia,99734,Myotonia fluctuans,HGNC:10591,SCN4A,Disease-causing germline mutation(s) in,Assessed
264665,GARD:0010559,Children's interstitial lung disease,572428,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,HGNC:8086,OAS1,Disease-causing germline mutation(s) in,Assessed
2913,GARD:0004410,Polydactyly,93334,Postaxial polydactyly type A,HGNC:30452,CIBAR1,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268748,Total spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
3148,GARD:0008211,Neurofibrosarcoma,252212,Malignant triton tumor,HGNC:9476,HTRA1,Part of a fusion gene in,Assessed
442,GARD:0001487,Congenital hypothyroidism,95713,Athyreosis,HGNC:11825,NKX2-1,Candidate gene tested in,Not yet assessed
85450,GARD:0008282,Amyloidosis familial visceral,93560,AApoAI amyloidosis,HGNC:600,APOA1,Disease-causing germline mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177904,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2,HGNC:7675,NDN,Role in the phenotype of,Assessed
68356,GARD:0006895,Leukodystrophy,157713,Congenital or early infantile CACH syndrome,HGNC:3260,EIF2B4,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268388,Lumbosacral spina bifida aperta,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,HGNC:6342,KIT,Biomarker tested in,Assessed
289899,GARD:0009433,Organic acidemias,445038,3-methylglutaconic aciduria type 7,HGNC:30664,CLPB,Disease-causing germline mutation(s) (loss of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,51,Aicardi-Goutières syndrome,HGNC:225,ADAR,Disease-causing germline mutation(s) in,Assessed
79225,GARD:0007672,Sphingolipidosis,309162,"Sandhoff disease, juvenile form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:10680,SDHA,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,35098,Isolated plagiocephaly,HGNC:12872,ZIC1,Disease-causing germline mutation(s) (gain of function) in,Assessed
796,GARD:0007604,Sandhoff disease,309169,"Sandhoff disease, adult form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
182067,GARD:0006513,Glioma,530792,RELA fusion-positive ependymoma,HGNC:9955,RELA,Part of a fusion gene in,Assessed
268994,GARD:0010190,Focal cortical dysplasia of Taylor,269008,Isolated focal cortical dysplasia type IIb,HGNC:3942,MTOR,Disease-causing somatic mutation(s) in,Assessed
280270,GARD:0012300,Pelizaeus-Merzbacher-like disease,280282,Pelizaeus-Merzbacher-like disease due to GJC2 mutation,HGNC:17494,GJC2,Disease-causing germline mutation(s) in,Assessed
98277,GARD:0012758,Acute myeloid leukemia with recurrent genetic anomaly,102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation,HGNC:6342,KIT,Biomarker tested in,Assessed
823,GARD:0007673,Spina bifida,268388,Lumbosacral spina bifida aperta,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
655,GARD:0000206,Nephronophthisis,93591,Infantile nephronophthisis,HGNC:25660,TTC21B,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,HGNC:9969,RFC1,Disease-causing germline mutation(s) in,Assessed
444116,GARD:0006611,Hereditary amyloidosis,100008,ACys amyloidosis,HGNC:2475,CST3,Disease-causing germline mutation(s) in,Assessed
289899,GARD:0009433,Organic acidemias,369962,"Methylmalonic acidemia with homocystinuria, type cblX",HGNC:4839,HCFC1,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,487814,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation,HGNC:16940,DGAT2,Disease-causing germline mutation(s) in,Assessed
448,GARD:0010418,Hemophilia,169802,Severe hemophilia A,HGNC:3546,F8,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293888,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",HGNC:6636,LMNA,Disease-causing germline mutation(s) in,Not yet assessed
64746,GARD:0012431,Charcot-Marie-Tooth disease type 2,99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,HGNC:16877,MFN2,Disease-causing germline mutation(s) in,Assessed
88632,GARD:0010025,Anterior segment dysgenesis,506307,Stromme syndrome,HGNC:1857,CENPF,Disease-causing germline mutation(s) in,Assessed
512,GARD:0003230,Metachromatic leukodystrophy,309263,"Metachromatic leukodystrophy, juvenile form",HGNC:9498,PSAP,Disease-causing germline mutation(s) in,Assessed
70,GARD:0004531,Proximal spinal muscular atrophy,83420,Proximal spinal muscular atrophy type 4,HGNC:11118,SMN2,Modifying germline mutation in,Assessed
98085,GARD:0008538,"46, XY disorders of sexual development",251510,"46,XY partial gonadal dysgenesis",HGNC:16700,ZFPM2,Disease-causing germline mutation(s) in,Assessed
183660,GARD:0007628,Severe combined immunodeficiency,280142,Severe combined immunodeficiency due to LCK deficiency,HGNC:6524,LCK,Disease-causing germline mutation(s) in,Assessed
655,GARD:0000206,Nephronophthisis,93592,Juvenile nephronophthisis,HGNC:26724,ANKS6,Disease-causing germline mutation(s) in,Assessed
72,GARD:0005810,Angelman syndrome,411511,Angelman syndrome due to a point mutation,HGNC:12496,UBE3A,Disease-causing germline mutation(s) (loss of function) in,Assessed
79456,GARD:0012686,Diffuse cutaneous mastocytosis,280785,Bullous diffuse cutaneous mastocytosis,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,402023,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),HGNC:14334,MRTFA,Part of a fusion gene in,Assessed
590,GARD:0011902,Congenital myasthenic syndromes,353327,Congenital myasthenic syndromes with glycosylation defect,HGNC:4241,GFPT1,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:7865,NODAL,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370921,STT3A-CDG,HGNC:6172,STT3A,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157719,Juvenile or adult CACH syndrome,HGNC:3260,EIF2B4,Disease-causing germline mutation(s) in,Assessed
2467,GARD:0008616,Systemic mastocytosis,98849,Systemic mastocytosis with associated hematologic neoplasm,HGNC:6342,KIT,Disease-causing somatic mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93925,Alobar holoprosencephaly,HGNC:7865,NODAL,Disease-causing germline mutation(s) in,Assessed
2103,GARD:0006554,Guillain-Barre syndrome,98916,Acute inflammatory demyelinating polyradiculoneuropathy,HGNC:9118,PMP22,Major susceptibility factor in,Assessed
823,GARD:0007673,Spina bifida,268397,Cervicothoracic spina bifida aperta,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:11769,TGFB3,Disease-causing germline mutation(s) in,Assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,331226,Susceptibility to infection due to TYK2 deficiency,HGNC:12440,TYK2,Disease-causing germline mutation(s) (loss of function) in,Assessed
54370,GARD:0011982,Membranoproliferative glomerulonephritis,329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis,HGNC:4883,CFH,Disease-causing germline mutation(s) in,Assessed
93548,GARD:0012736,Glomerular disease,93561,ALys amyloidosis,HGNC:6740,LYZ,Disease-causing germline mutation(s) in,Assessed
813,GARD:0004870,Russell-Silver syndrome,231144,Silver-Russell syndrome due to 11p15 microduplication,HGNC:4713,H19,Role in the phenotype of,Assessed
1329,GARD:0001454,Complete atrioventricular canal,99067,Complete atrioventricular septal defect with ventricular hypoplasia,HGNC:14630,CRELD1,Major susceptibility factor in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:12155,TRB,Part of a fusion gene in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,93283,"Spondyloepiphyseal dysplasia, Kimberley type",HGNC:319,ACAN,Disease-causing germline mutation(s) in,Assessed
98306,GARD:0011962,Familial partial lipodystrophy,280365,Autosomal semi-dominant severe lipodystrophic laminopathy,HGNC:6636,LMNA,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370980,Congenital muscular dystrophy without intellectual disability,HGNC:37276,CRPPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
94075,GARD:0008689,Autoimmune enteropathy,280142,Severe combined immunodeficiency due to LCK deficiency,HGNC:6524,LCK,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370980,Congenital muscular dystrophy without intellectual disability,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,566396,Chronic mast cell leukemia,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
590,GARD:0011902,Congenital myasthenic syndromes,98915,Synaptic congenital myasthenic syndromes,HGNC:6487,LAMB2,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,363981,Charcot-Marie-Tooth disease type 4B3,HGNC:10542,SBF1,Disease-causing germline mutation(s) in,Assessed
98085,GARD:0008538,"46, XY disorders of sexual development",251510,"46,XY partial gonadal dysgenesis",HGNC:12796,WT1,Candidate gene tested in,Not yet assessed
3394,GARD:0004898,Soft tissue sarcoma,370334,Extraskeletal Ewing sarcoma,HGNC:3508,EWSR1,Part of a fusion gene in,Assessed
657,GARD:0003947,Congenital hyperinsulinism,276575,Autosomal dominant hyperinsulinism due to SUR1 deficiency,HGNC:59,ABCC8,Disease-causing germline mutation(s) in,Assessed
217071,GARD:0008417,Renal cell carcinoma 4,404511,Clear cell papillary renal cell carcinoma,HGNC:7105,MITF,Major susceptibility factor in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,HGNC:17759,PDSS1,Disease-causing germline mutation(s) in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,HGNC:29685,IARS2,Disease-causing germline mutation(s) (loss of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,206436,Infantile Krabbe disease,HGNC:9498,PSAP,Disease-causing germline mutation(s) in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293910,"Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",HGNC:15710,LDB3,Disease-causing germline mutation(s) in,Assessed
710,GARD:0007380,Pfeiffer syndrome,93259,Pfeiffer syndrome type 2,HGNC:3689,FGFR2,Disease-causing germline mutation(s) (gain of function) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:19711,DISP1,Disease-causing germline mutation(s) in,Assessed
26791,GARD:0006523,Glutaric acidemia type II,394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",HGNC:3481,ETFA,Disease-causing germline mutation(s) in,Assessed
738,GARD:0010353,Porphyria,443062,Familial porphyria cutanea tarda,HGNC:4886,HFE,Modifying germline mutation in,Assessed
442,GARD:0001487,Congenital hypothyroidism,456312,Infantile multisystem neurologic-endocrine-pancreatic disease,HGNC:24265,PTRH2,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,456312,Infantile multisystem neurologic-endocrine-pancreatic disease,HGNC:24265,PTRH2,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome,HGNC:3642,FDXR,Disease-causing germline mutation(s) in,Assessed
91378,GARD:0005979,Hereditary angioedema,100050,Hereditary angioedema type 1,HGNC:1228,SERPING1,Disease-causing germline mutation(s) in,Assessed
506,GARD:0006877,Leigh syndrome,255241,Leigh syndrome with leukodystrophy,HGNC:2263,COX15,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,158772,Nodular urticaria pigmentosa,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
70,GARD:0004531,Proximal spinal muscular atrophy,83420,Proximal spinal muscular atrophy type 4,HGNC:11117,SMN1,Disease-causing germline mutation(s) in,Assessed
53739,GARD:0012683,Distal hereditary motor neuropathy,404521,Spinal muscular atrophy with respiratory distress type 2,HGNC:25726,LAS1L,Disease-causing germline mutation(s) in,Assessed
309144,GARD:0012510,Gangliosidosis,309169,"Sandhoff disease, adult form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
98473,GARD:0007922,Muscular dystrophy,319332,Autosomal recessive myogenic arthrogryposis multiplex congenita,HGNC:17089,SYNE1,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness,HGNC:20233,COQ6,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,247262,Hyperphosphatasia-intellectual disability syndrome,HGNC:23213,PIGW,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,320365,Autosomal dominant spastic paraplegia type 36,HGNC:33240,SPG36,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,401780,Autosomal recessive spastic paraplegia type 61,HGNC:697,ARL6IP1,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,63269,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,HGNC:9208,POR,Disease-causing germline mutation(s) (loss of function) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,157716,Late infantile CACH syndrome,HGNC:3257,EIF2B1,Disease-causing germline mutation(s) in,Assessed
88632,GARD:0010025,Anterior segment dysgenesis,782,Axenfeld-Rieger syndrome,HGNC:3800,FOXC1,Disease-causing germline mutation(s) in,Assessed
251355,GARD:0012459,Sickle cell disease associated with an other hemoglobin anomaly,251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HGNC:4832,HBG2,Disease-causing germline mutation(s) in,Assessed
52688,GARD:0007132,Myelodysplastic syndromes,100019,Refractory anemia with excess blasts type 1,HGNC:25941,TET2,Disease-causing somatic mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,445110,Limb-girdle muscular dystrophy due to POMK deficiency,HGNC:26267,POMK,Disease-causing germline mutation(s) (loss of function) in,Assessed
98634,GARD:0003026,Iridogoniodysgenesis type 2,98978,Axenfeld anomaly,HGNC:9005,PITX2,Disease-causing germline mutation(s) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,411602,Hereditary late-onset Parkinson disease,HGNC:11138,SNCA,Disease-causing germline mutation(s) (gain of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,85136,Cystic leukoencephalopathy without megalencephaly,HGNC:21686,RNASET2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,438114,RARS-related autosomal recessive hypomyelinating leukodystrophy,HGNC:9870,RARS1,Disease-causing germline mutation(s) in,Assessed
357058,GARD:0001638,"Cutis laxa, autosomal recessive type 2A",357074,"Autosomal recessive cutis laxa type 2, classic type",HGNC:857,ATP6V1E1,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,220386,Semilobar holoprosencephaly,HGNC:11776,TGIF1,Disease-causing germline mutation(s) in,Assessed
97245,GARD:0005898,Myopathy congenital,324604,Classic multiminicore myopathy,HGNC:7577,MYH7,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268748,Total spina bifida cystica,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:5382,IDH1,Biomarker tested in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,488635,Early-onset epilepsy-intellectual disability-brain anomalies syndrome,HGNC:25985,PIGG,Disease-causing germline mutation(s) (loss of function) in,Assessed
79430,GARD:0006643,Hermansky-Pudlak syndrome,231500,Hermansky-Pudlak syndrome due to BLOC-3 deficiency,HGNC:5163,HPS1,Disease-causing germline mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177910,Prader-Willi syndrome due to imprinting mutation,HGNC:32781,SNORD116@,Role in the phenotype of,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:7797,NFKBIA,Biomarker tested in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,284139,"Larsen-like syndrome, B3GAT3 type",HGNC:923,B3GAT3,Disease-causing germline mutation(s) in,Assessed
251612,GARD:0009808,Pilocytic astrocytoma,251615,Pilomyxoid astrocytoma,HGNC:8032,NTRK2,Part of a fusion gene in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370980,Congenital muscular dystrophy without intellectual disability,HGNC:3622,FKTN,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:17194,NDUFA13,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,33364,Trichothiodystrophy,HGNC:12974,RNF113A,Disease-causing germline mutation(s) in,Assessed
116,GARD:0003343,Beckwith-Wiedemann syndrome,238613,Beckwith-Wiedemann syndrome due to NSD1 mutation,HGNC:14234,NSD1,Disease-causing germline mutation(s) in,Assessed
94075,GARD:0008689,Autoimmune enteropathy,169100,Immunodeficiency due to CD25 deficiency,HGNC:6008,IL2RA,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268770,Upper thoracic spina bifida cystica,HGNC:26219,FUZ,Disease-causing germline mutation(s) in,Assessed
90790,GARD:0001465,Congenital lipoid adrenal hyperplasia,325524,Classic congenital lipoid adrenal hyperplasia due to STAR deficency,HGNC:11359,STAR,Disease-causing germline mutation(s) (loss of function) in,Assessed
748,GARD:0012977,Mendelian susceptibility to mycobacterial diseases,319595,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,HGNC:11362,STAT1,Disease-causing germline mutation(s) in,Assessed
157,GARD:0001121,Carnitine palmitoyltransferase 2 deficiency,228302,"Carnitine palmitoyl transferase II deficiency, myopathic form",HGNC:2330,CPT2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157719,Juvenile or adult CACH syndrome,HGNC:3261,EIF2B5,Disease-causing germline mutation(s) in,Assessed
593,GARD:0010529,Myofibrillar myopathy,171445,Muscle filaminopathy,HGNC:3756,FLNC,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93925,Alobar holoprosencephaly,HGNC:4318,GLI2,Disease-causing germline mutation(s) in,Assessed
98292,GARD:0006987,Mastocytosis,98849,Systemic mastocytosis with associated hematologic neoplasm,HGNC:25941,TET2,Disease-causing somatic mutation(s) in,Assessed
264665,GARD:0010559,Children's interstitial lung disease,306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,HGNC:6139,ITGA3,Disease-causing germline mutation(s) (loss of function) in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,589534,Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2),HGNC:7132,KMT2A,Part of a fusion gene in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,HGNC:11023,SLC35A3,Disease-causing germline mutation(s) in,Assessed
702,GARD:0004265,Pelizaeus-Merzbacher disease,280210,"Pelizaeus-Merzbacher disease, connatal form",HGNC:9086,PLP1,Disease-causing germline mutation(s) in,Assessed
3394,GARD:0004898,Soft tissue sarcoma,209916,Extraskeletal myxoid chondrosarcoma,HGNC:11758,TFG,Part of a fusion gene in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293899,"Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",HGNC:12403,TTN,Disease-causing germline mutation(s) (loss of function) in,Assessed
93969,GARD:0003475,Myelomeningocele,268758,Lumbosacral spina bifida cystica,HGNC:26219,FUZ,Disease-causing germline mutation(s) in,Assessed
98261,GARD:0007140,Progressive myoclonic epilepsy,424027,Progressive myoclonic epilepsy type 8,HGNC:14253,CERS1,Disease-causing germline mutation(s) in,Assessed
83,GARD:0005826,Antley Bixler syndrome,63269,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,HGNC:9208,POR,Disease-causing germline mutation(s) (loss of function) in,Assessed
