@id,OrphaCode,curie,label,genes_Id,genes_curie,genes_source_curie,genes_source_label,genes_gene_symbol,genes_association_type,genes_source_validation,genes_gene_sfdc_id
18794,216820,GARD:0008696,Osteogenesis imperfecta type IV,a0ht000000AYf4yAAD,HGNC:17321,ORPHA:216820,,SP7,Disease-causing germline mutation(s) in,Assessed,
2188,2337,GARD:0001862,"Diffuse palmoplantar keratoderma, Bothnian type",a0ht000000AYe3jAAD,HGNC:638,ORPHA:2337,,AQP5,Disease-causing germline mutation(s) (gain of function) in,Assessed,
477,1775,GARD:0006299,Dyskeratosis congenita autosomal dominant,a0ht000000AYejzAAD,HGNC:11824,ORPHA:1775,,TINF2,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,,HGNC:966,ORPHA:110,,BBS1,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,,HGNC:20087,ORPHA:110,,TTC8,Disease-causing germline mutation(s) in,Assessed,
1647,1458,GARD:0001418,CODAS syndrome,a0ht000000AYe55AAD,HGNC:9479,ORPHA:1458,,LONP1,Disease-causing germline mutation(s) in,Assessed,
16923,139583,GARD:0012731,X-linked hereditary sensory and autonomic neuropathy with deafness,a0ht000000AYf4WAAT,HGNC:8768,ORPHA:139583,,AIFM1,Disease-causing germline mutation(s) in,Assessed,
10698,52430,GARD:0010899,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia,a0ht000000AYfF3AAL,HGNC:12666,ORPHA:52430,,VCP,Disease-causing germline mutation(s) in,Assessed,
1559,1340,GARD:0009146,Cardiofaciocutaneous syndrome,a0ht000000AYf6VAAT,HGNC:6407,ORPHA:1340,,KRAS,Disease-causing germline mutation(s) (gain of function) in,Assessed,
3244,110,GARD:0010210,Bardet-Biedl syndrome 11,,HGNC:21424,ORPHA:110,,IFT74,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10935,69723,GARD:0010332,Tyrosinemia type 3,a0ht000000AYfOsAAL,HGNC:5147,ORPHA:69723,,HPD,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8725,899,GARD:0002599,Walker-Warburg syndrome,a0ht000000AYeEPAA1,HGNC:3622,ORPHA:899,,FKTN,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1689,1522,GARD:0001582,"Craniometaphyseal dysplasia, autosomal recessive type",,HGNC:15492,ORPHA:1522,,ANKH,Disease-causing germline mutation(s) (gain of function) in,Assessed,
972,776,GARD:0003307,Lujan syndrome,a0ht000000AYeJjAAL,HGNC:20439,ORPHA:776,,UPF3B,Disease-causing germline mutation(s) in,Assessed,
3132,2254,GARD:0010704,Pontocerebellar hypoplasia type 1,a0ht000000AYfUQAA1,HGNC:17944,ORPHA:2254,,EXOSC3,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0006300,Dyskeratosis congenita autosomal recessive,a0ht000000AYek3AAD,HGNC:25522,ORPHA:1775,,WRAP53,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0006300,Dyskeratosis congenita autosomal recessive,a0ht000000AYeQ0AAL,HGNC:7910,ORPHA:1775,,NPM1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0000821,Bardet-Biedl syndrome 2,,HGNC:7121,ORPHA:110,,MKS1,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,a0ht000000AYep3AAD,HGNC:26648,ORPHA:110,,BBS12,Disease-causing germline mutation(s) in,Assessed,
20062,263487,GARD:0012348,COG5-CDG (CDG-IIi),a0ht000000AYfK8AAL,HGNC:14857,ORPHA:263487,,COG5,Disease-causing germline mutation(s) in,Assessed,
17819,169095,GARD:0004358,"T-cell immunodeficiency, congenital alopecia and nail dystrophy",a0ht000000AYeHZAA1,HGNC:12765,ORPHA:169095,,FOXN1,Disease-causing germline mutation(s) in,Assessed,
885,2382,GARD:0009912,Lennox-Gastaut syndrome,a0ht000000AYfIsAAL,HGNC:4083,ORPHA:2382,,GABRB3,Disease-causing germline mutation(s) in,Assessed,
1042,2311,GARD:0004976,Spondylocostal dysostosis 4,a0ht000000AYenpAAD,HGNC:6560,ORPHA:2311,,LFNG,Disease-causing germline mutation(s) in,Assessed,
11429,79403,GARD:0009694,Junctional epidermolysis bullosa with pyloric atresia,a0ht000000AYf7WAAT,HGNC:6142,ORPHA:79403,,ITGA6,Disease-causing germline mutation(s) in,Assessed,
220,895,GARD:0005520,Waardenburg syndrome type 2,a0ht000000AYeaWAAT,HGNC:3180,ORPHA:895,,EDNRB,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1042,2311,GARD:0004976,Spondylocostal dysostosis 4,,HGNC:2909,ORPHA:2311,,DLL3,Disease-causing germline mutation(s) in,Assessed,
3321,1945,GARD:0010287,Benign rolandic epilepsy (BRE),a0ht000000AYfNvAAL,HGNC:4585,ORPHA:1945,,GRIN2A,Disease-causing germline mutation(s) in,Assessed,
21453,313808,GARD:0010981,Hereditary diffuse leukoencephalopathy with spheroids,a0ht000000AYfQDAA1,HGNC:2433,ORPHA:313808,,CSF1R,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11800,87503,GARD:0000092,Meleda disease,a0ht000000AYdo8AAD,HGNC:18746,ORPHA:87503,,SLURP1,Disease-causing germline mutation(s) in,Assessed,
369,2609,GARD:0003908,Mitochondrial complex I deficiency,a0ht000000AYeOsAAL,HGNC:7707,ORPHA:2609,,NDUFS1,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0002007,Dyskeratosis congenita X-linked,,HGNC:2890,ORPHA:1775,,DKC1,Disease-causing germline mutation(s) in,Assessed,
1843,1872,GARD:0010790,Cone-rod dystrophy,,HGNC:10729,ORPHA:1872,,SEMA4A,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0010210,Bardet-Biedl syndrome 11,,HGNC:7905,ORPHA:110,,NPHP1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10370,35107,GARD:0010283,Desmosterolosis,a0ht000000AYfMAAA1,HGNC:2859,ORPHA:35107,,DHCR24,Disease-causing germline mutation(s) in,Assessed,
1042,2311,GARD:0012807,Spondylocostal dysostosis 6,a0ht000000AYenoAAD,HGNC:29659,ORPHA:2311,,MESP2,Disease-causing germline mutation(s) in,Assessed,
531,2377,GARD:0012635,Laurence-Moon syndrome,a0ht000000AYfbsAAD,HGNC:16268,ORPHA:2377,,PNPLA6,Disease-causing germline mutation(s) (loss of function) in,Assessed,
954,808,GARD:0008562,Seckel syndrome,a0ht000000AYf2zAAD,HGNC:11397,ORPHA:808,,PLK4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
477,1775,GARD:0006300,Dyskeratosis congenita autosomal recessive,,HGNC:11727,ORPHA:1775,,TERC,Disease-causing germline mutation(s) in,Assessed,
14291,99718,GARD:0008476,Leber hereditary optic neuropathy with dystonia,,HGNC:7462,ORPHA:99718,,MT-ND6,Disease-causing germline mutation(s) in,Assessed,
634,84,GARD:0006425,Fanconi anemia,a0ht000000AYel0AAD,HGNC:20748,ORPHA:84,,FANCL,Disease-causing germline mutation(s) in,Assessed,
8725,899,GARD:0002599,Walker-Warburg syndrome,a0ht000000AYgWdAAL,HGNC:15685,ORPHA:899,,B4GAT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
23138,422526,GARD:0009571,Hereditary renal cell carcinoma,,HGNC:27310,ORPHA:422526,,FLCN,Candidate gene tested in,Not yet assessed,
1739,1617,GARD:0003746,Chromosome 2q24 microdeletion syndrome,a0ht000000AYeLSAA1,HGNC:11590,ORPHA:1617,,TBR1,Candidate gene tested in,Not yet assessed,
477,1775,GARD:0006299,Dyskeratosis congenita autosomal dominant,a0ht000000AYeQ2AAL,HGNC:11730,ORPHA:1775,,TERT,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000821,Bardet-Biedl syndrome 2,a0ht000000AYeotAAD,HGNC:970,ORPHA:110,,BBS5,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000820,Bardet-Biedl syndrome 1,,HGNC:18626,ORPHA:110,,IFT27,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0000820,Bardet-Biedl syndrome 1,a0ht000000AYeoxAAD,HGNC:16380,ORPHA:110,,TRIM32,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,a0ht000000AYep8AAD,HGNC:28093,ORPHA:110,,BBIP1,Disease-causing germline mutation(s) in,Assessed,
12868,97249,GARD:0010708,Pontocerebellar hypoplasia type 3,a0ht000000AYfUgAAL,HGNC:13406,ORPHA:97249,,PCLO,Disease-causing germline mutation(s) in,Assessed,
920,342,GARD:0006421,Familial Mediterranean fever,a0ht000000AYekgAAD,HGNC:6998,ORPHA:342,,MEFV,Disease-causing germline mutation(s) in,Assessed,
11272,79246,GARD:0009888,Pyruvate dehydrogenase phosphatase deficiency,a0ht000000AYfITAA1,HGNC:9279,ORPHA:79246,,PDP1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
14528,99955,GARD:0001253,Charcot-Marie-Tooth disease type 4B1,a0ht000000AYe1QAAT,HGNC:7450,ORPHA:99955,,MTMR2,Disease-causing germline mutation(s) in,Assessed,
1461,1215,GARD:0005243,Autosomal dominant optic atrophy plus syndrome,,HGNC:8140,ORPHA:1215,,OPA1,Disease-causing germline mutation(s) in,Assessed,
2824,3156,GARD:0000322,Senior Loken Syndrome,,HGNC:29021,ORPHA:3156,,CEP290,Disease-causing germline mutation(s) in,Assessed,
12327,93405,GARD:0004434,Syndactyly type 4,a0ht000000AYeA6AAL,HGNC:13243,ORPHA:93405,,LMBR1,Disease-causing germline mutation(s) in,Assessed,
20068,263534,GARD:0012863,Acral peeling skin syndrome,a0ht000000AYfgfAAD,HGNC:2481,ORPHA:263534,,CSTA,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000820,Bardet-Biedl syndrome 1,,HGNC:13210,ORPHA:110,,ARL6,Disease-causing germline mutation(s) in,Assessed,
18916,220493,GARD:0010168,Joubert syndrome with ocular anomalies,a0ht000000AYfMjAAL,HGNC:26690,ORPHA:220493,,CEP120,Disease-causing germline mutation(s) in,Assessed,
2862,3197,GARD:0003129,Hereditary hyperekplexia,a0ht000000AYdoKAAT,HGNC:25903,ORPHA:3197,,ATAD1,Disease-causing germline mutation(s) in,Assessed,
11420,79394,GARD:0009736,Nonbullous congenital ichthyosiform erythroderma,,HGNC:21246,ORPHA:79394,,PNPLA1,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0006300,Dyskeratosis congenita autosomal recessive,,HGNC:7910,ORPHA:1775,,NPM1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0010209,Bardet-Biedl syndrome 10,,HGNC:18758,ORPHA:110,,BBS7,Disease-causing germline mutation(s) in,Assessed,
13955,98938,GARD:0003644,Microphthalmia associated with colobomatous cyst,,HGNC:409,ORPHA:98938,,ALDH1A3,Disease-causing germline mutation(s) in,Assessed,
748,2131,GARD:0000011,Alternating hemiplegia of childhood,a0ht000000AYdmGAAT,HGNC:10941,ORPHA:2131,,SLC1A3,Candidate gene tested in,Not yet assessed,
10999,71277,GARD:0009265,Glucose transporter type 1 deficiency syndrome,,HGNC:11005,ORPHA:71277,,SLC2A1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
14606,100033,GARD:0008349,Amelogenesis imperfecta hypomaturation type,a0ht000000AYezCAAT,HGNC:7167,ORPHA:100033,,MMP20,Disease-causing germline mutation(s) in,Assessed,
1843,1872,GARD:0010790,Cone-rod dystrophy,,HGNC:9768,ORPHA:1872,,RAB28,Disease-causing germline mutation(s) in,Assessed,
634,84,GARD:0006425,Fanconi anemia,a0ht000000AYektAAD,HGNC:3582,ORPHA:84,,FANCA,Disease-causing germline mutation(s) in,Assessed,
1042,2311,GARD:0004976,Spondylocostal dysostosis 4,a0ht000000AYenrAAD,HGNC:21390,ORPHA:2311,,RIPPLY2,Disease-causing germline mutation(s) in,Assessed,
369,2609,GARD:0003908,Mitochondrial complex I deficiency,a0ht000000AYeOvAAL,HGNC:7711,ORPHA:2609,,NDUFS4,Disease-causing germline mutation(s) in,Assessed,
1843,1872,GARD:0010790,Cone-rod dystrophy,,HGNC:2150,ORPHA:1872,,CNGA3,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,,HGNC:13210,ORPHA:110,,ARL6,Disease-causing germline mutation(s) in,Assessed,
2110,2237,GARD:0002911,Barakat syndrome,a0ht000000AYe8vAAD,HGNC:4172,ORPHA:2237,,GATA3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
11353,79327,GARD:0009838,ALG1-CDG (CDG-Ik),a0ht000000AYfHoAAL,HGNC:18294,ORPHA:79327,,ALG1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
477,1775,GARD:0002007,Dyskeratosis congenita X-linked,a0ht000000AYek3AAD,HGNC:25522,ORPHA:1775,,WRAP53,Disease-causing germline mutation(s) in,Assessed,
2540,2792,GARD:0002273,Fara Chlupackova syndrome,a0ht000000AYeNhAAL,HGNC:3519,ORPHA:2792,,EYA1,Disease-causing germline mutation(s) in,Assessed,
2612,2884,GARD:0004344,Piebaldism,a0ht000000AYeRkAAL,HGNC:6342,ORPHA:2884,,KIT,Disease-causing germline mutation(s) (loss of function) in,Assessed,
816,98,GARD:0004910,Spastic ataxia Charlevoix-Saguenay type,a0ht000000AYeCLAA1,HGNC:10519,ORPHA:98,,SACS,Disease-causing germline mutation(s) in,Assessed,
126,567,GARD:0010299,22q11.2 deletion syndrome,a0ht000000AYfONAA1,HGNC:12520,ORPHA:567,,UFD1,Role in the phenotype of,Assessed,
477,1775,GARD:0010905,Dyskeratosis congenita,a0ht000000AYeQ1AAL,HGNC:2890,ORPHA:1775,,DKC1,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0002007,Dyskeratosis congenita X-linked,a0ht000000AYek6AAD,HGNC:8609,ORPHA:1775,,PARN,Disease-causing germline mutation(s) in,Assessed,
649,423,GARD:0003366,Malignant hyperthermia of anesthesia,,HGNC:10483,ORPHA:423,,RYR1,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000821,Bardet-Biedl syndrome 2,,HGNC:20087,ORPHA:110,,TTC8,Disease-causing germline mutation(s) in,Assessed,
2824,3156,GARD:0000322,Senior Loken Syndrome,a0ht000000AYdsiAAD,HGNC:17861,ORPHA:3156,,TRAF3IP1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1707,1555,GARD:0000332,Beare-Stevenson cutis gyrata syndrome,a0ht000000AYdrHAAT,HGNC:3689,ORPHA:1555,,FGFR2,Disease-causing germline mutation(s) in,Assessed,
2157,2290,GARD:0007039,Microvillus inclusion disease,a0ht000000AYelOAAT,HGNC:11438,ORPHA:2290,,STX3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3651,306,GARD:0000856,"Convulsions, benign familial infantile, 1",a0ht000000AYdpvAAD,HGNC:10588,ORPHA:306,,SCN2A,Disease-causing germline mutation(s) in,Assessed,
634,84,GARD:0006425,Fanconi anemia,a0ht000000AYeksAAD,HGNC:3436,ORPHA:84,,ERCC4,Disease-causing germline mutation(s) in,Assessed,
369,2609,GARD:0003908,Mitochondrial complex I deficiency,a0ht000000AYeOuAAL,HGNC:7710,ORPHA:2609,,NDUFS3,Disease-causing germline mutation(s) in,Assessed,
283,474,GARD:0003049,Jeune syndrome,a0ht000000AYeHuAAL,HGNC:2962,ORPHA:474,,DYNC2H1,Disease-causing germline mutation(s) in,Assessed,
145,904,GARD:0007891,Williams syndrome,,HGNC:19068,ORPHA:904,,METTL27,Role in the phenotype of,Assessed,
197,510,GARD:0007226,Lesch Nyhan syndrome,a0ht000000AYesuAAD,HGNC:5157,ORPHA:510,,HPRT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3506,361,GARD:0002498,Familial glucocorticoid deficiency,a0ht000000AYeDeAAL,HGNC:18155,ORPHA:361,,TXNRD2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
2157,2290,GARD:0007039,Microvillus inclusion disease,a0ht000000AYelNAAT,HGNC:7603,ORPHA:2290,,MYO5B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,,HGNC:21424,ORPHA:110,,IFT74,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,,HGNC:30000,ORPHA:110,,BBS9,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,a0ht000000AYep5AAD,HGNC:28027,ORPHA:110,,WDPCP,Disease-causing germline mutation(s) in,Assessed,
1689,1522,GARD:0001582,"Craniometaphyseal dysplasia, autosomal recessive type",,HGNC:4274,ORPHA:1522,,GJA1,Disease-causing germline mutation(s) in,Assessed,
3650,1018,GARD:0002432,"Leiomyomatosis, esophageal and vulval, with nephropathy",a0ht000000AYeCpAAL,HGNC:2207,ORPHA:1018,,COL4A5,Role in the phenotype of,Assessed,
16908,139485,GARD:0010294,Autosomal recessive spinocerebellar ataxia 9,a0ht000000AYghjAAD,HGNC:16812,ORPHA:139485,,COQ8A,Disease-causing germline mutation(s) in,Assessed,
11269,79243,GARD:0004620,Pyruvate decarboxylase deficiency,a0ht000000AYeLYAA1,HGNC:8806,ORPHA:79243,,PDHA1,Disease-causing germline mutation(s) in,Assessed,
477,1775,GARD:0006299,Dyskeratosis congenita autosomal dominant,a0ht000000AYek4AAD,HGNC:26169,ORPHA:1775,,CTC1,Disease-causing germline mutation(s) in,Assessed,
1843,1872,GARD:0010790,Cone-rod dystrophy,,HGNC:19963,ORPHA:1872,,TTLL5,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,,HGNC:7121,ORPHA:110,,MKS1,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,,HGNC:7905,ORPHA:110,,NPHP1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0010211,Bardet-Biedl syndrome 12,,HGNC:29021,ORPHA:110,,CEP290,Disease-causing germline mutation(s) in,Assessed,
145,904,GARD:0007891,Williams syndrome,,HGNC:18287,ORPHA:904,,VPS37D,Role in the phenotype of,Assessed,
2540,2792,GARD:0004169,Otofaciocervical syndrome,,HGNC:3519,ORPHA:2792,,EYA1,Disease-causing germline mutation(s) in,Assessed,
433,1369,GARD:0001142,Sengers syndrome,a0ht000000AYe2RAAT,HGNC:10990,ORPHA:1369,,SLC25A4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,a0ht000000AYeouAAD,HGNC:18758,ORPHA:110,,BBS7,Disease-causing germline mutation(s) in,Assessed,
21778,324442,GARD:0012353,Autosomal recessive axonal neuropathy with neuromyotonia,a0ht000000AYf5dAAD,HGNC:4912,ORPHA:324442,,HINT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
17906,171430,GARD:0012821,Severe congenital nemaline myopathy,a0ht000000AYfgMAAT,HGNC:16905,ORPHA:171430,,KLHL41,Disease-causing germline mutation(s) (loss of function) in,Assessed,
2862,3197,GARD:0003129,Hereditary hyperekplexia,a0ht000000AYdoLAAT,HGNC:4326,ORPHA:3197,,GLRA1,Disease-causing germline mutation(s) in,Assessed,
14017,99000,GARD:0010909,Adult-onset vitelliform macular dystrophy,,HGNC:12703,ORPHA:99000,,BEST1,Disease-causing germline mutation(s) in,Assessed,
433,1369,GARD:0001142,Sengers syndrome,a0ht000000AYe2SAAT,HGNC:21869,ORPHA:1369,,AGK,Disease-causing germline mutation(s) (loss of function) in,Assessed,
549,2612,GARD:0010291,Linear nevus sebaceous syndrome,a0ht000000AYfO0AAL,HGNC:5173,ORPHA:2612,,HRAS,Disease-causing somatic mutation(s) in,Assessed,
11073,75373,GARD:0010123,Progressive bifocal chorioretinal atrophy,,,ORPHA:75373,,,Disease-causing germline mutation(s) in,Assessed,
1559,1340,GARD:0009146,Cardiofaciocutaneous syndrome,a0ht000000AYf6UAAT,HGNC:1097,ORPHA:1340,,BRAF,Disease-causing germline mutation(s) (gain of function) in,Assessed,
19168,231178,GARD:0005440,Usher syndrome type 2A,,HGNC:7606,ORPHA:231178,,MYO7A,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000820,Bardet-Biedl syndrome 1,,HGNC:21424,ORPHA:110,,IFT74,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8531,302,GARD:0006357,Epidermodysplasia verruciformis,a0ht000000AYe2PAAT,HGNC:6023,ORPHA:302,,IL7,Disease-causing germline mutation(s) in,Assessed,
18793,216812,GARD:0008695,Osteogenesis imperfecta type III,a0ht000000AYflTAAT,HGNC:19316,ORPHA:216812,,P3H1,Disease-causing germline mutation(s) in,Assessed,
634,84,GARD:0006425,Fanconi anemia,a0ht000000AYel2AAD,HGNC:25568,ORPHA:84,,FANCI,Disease-causing germline mutation(s) in,Assessed,
8725,899,GARD:0002599,Walker-Warburg syndrome,a0ht000000AYeEMAA1,HGNC:9202,ORPHA:899,,POMT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8694,722,GARD:0004380,Type 1 plasminogen deficiency,a0ht000000AYdoaAAD,HGNC:9071,ORPHA:722,,PLG,Disease-causing germline mutation(s) in,Assessed,
17551,163937,GARD:0012669,"X-linked intellectual disability, Najm type",a0ht000000AYfbKAAT,HGNC:1497,ORPHA:163937,,CASK,Disease-causing germline mutation(s) in,Assessed,
3637,2073,GARD:0007162,Narcolepsy,a0ht000000AYervAAD,HGNC:18194,ORPHA:2073,,ZNF365,Major susceptibility factor in,Assessed,
1631,1425,GARD:0001818,Desbuquois syndrome,a0ht000000AYdyAAAT,HGNC:15516,ORPHA:1425,,XYLT1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3244,110,GARD:0006866,Bardet-Biedl syndrome,,HGNC:18758,ORPHA:110,,BBS7,Disease-causing germline mutation(s) in,Assessed,
12108,91131,GARD:0012393,DOLK-CDG (CDG-Im),a0ht000000AYeytAAD,HGNC:23406,ORPHA:91131,,DOLK,Disease-causing germline mutation(s) in,Assessed,
14619,100046,GARD:0009207,Autosomal dominant intermediate Charcot-Marie-Tooth disease type D,a0ht000000AYf0IAAT,HGNC:7225,ORPHA:100046,,MPZ,Disease-causing germline mutation(s) in,Assessed,
2113,2241,GARD:0003442,Megacystis microcolon intestinal hypoperistalsis syndrome,a0ht000000AYeKVAA1,HGNC:6647,ORPHA:2241,,LMOD1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
10385,35689,GARD:0010684,Primary lateral sclerosis,a0ht000000AYf7BAAT,HGNC:11237,ORPHA:35689,,SPG7,Disease-causing germline mutation(s) in,Assessed,
18685,210128,GARD:0008539,Urocanase deficiency,a0ht000000AYf2OAAT,HGNC:26444,ORPHA:210128,,UROC1,Disease-causing germline mutation(s) in,Assessed,
3637,2073,GARD:0007162,Narcolepsy,a0ht000000AYerqAAD,HGNC:4948,ORPHA:2073,,HLA-DRB1,Major susceptibility factor in,Assessed,
1843,1872,GARD:0010790,Cone-rod dystrophy,,HGNC:791,ORPHA:1872,,ATF6,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000821,Bardet-Biedl syndrome 2,,HGNC:970,ORPHA:110,,BBS5,Disease-causing germline mutation(s) in,Assessed,
145,904,GARD:0007891,Williams syndrome,a0ht000000AYeweAAD,HGNC:4661,ORPHA:904,,GTF2IRD1,Role in the phenotype of,Assessed,
1042,2311,GARD:0006798,Spondylothoracic dysostosis,,HGNC:21390,ORPHA:2311,,RIPPLY2,Disease-causing germline mutation(s) in,Assessed,
1042,2311,GARD:0010726,Spondylocostal dysostosis 1,,HGNC:29659,ORPHA:2311,,MESP2,Disease-causing germline mutation(s) in,Assessed,
1984,2065,GARD:0000065,Galloway-Mowat syndrome,a0ht000000AYdnDAAT,HGNC:16197,ORPHA:2065,,TP53RK,Disease-causing germline mutation(s) in,Assessed,
8778,29207,GARD:0005693,Reactive arthritis,,HGNC:4932,ORPHA:29207,,HLA-B,Biomarker tested in,Not yet assessed,
477,1775,GARD:0006300,Dyskeratosis congenita autosomal recessive,a0ht000000AYejyAAD,HGNC:11727,ORPHA:1775,,TERC,Disease-causing germline mutation(s) in,Assessed,
3244,110,GARD:0000821,Bardet-Biedl syndrome 2,a0ht000000AYep3AAD,HGNC:26648,ORPHA:110,,BBS12,Disease-causing germline mutation(s) in,Assessed,
11268,79242,GARD:0002721,Holocarboxylase synthetase deficiency,a0ht000000AYeF8AAL,HGNC:4976,ORPHA:79242,,HLCS,Disease-causing germline mutation(s) (loss of function) in,Assessed,
21372,309324,GARD:0000175,Infantile free sialic acid storage disease,a0ht000000AYdpxAAD,HGNC:10933,ORPHA:309324,,SLC17A5,Disease-causing germline mutation(s) in,Assessed,
13898,98881,GARD:0002004,Dysfibrinogenemia,a0ht000000AYdvrAAD,HGNC:3694,ORPHA:98881,,FGG,Disease-causing germline mutation(s) in,Assessed,
1022,475,GARD:0006802,Joubert syndrome,,HGNC:1307,ORPHA:475,,CBY1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
732,2512,GARD:0012117,Autosomal recessive primary microcephaly,a0ht000000AYfazAAD,HGNC:24054,ORPHA:2512,,KNL1,Disease-causing germline mutation(s) in,Assessed,
903,1331,GARD:0004520,Familial prostate cancer,a0ht000000AYe54AAD,HGNC:11285,ORPHA:1331,,SRD5A2,Candidate gene tested in,Not yet assessed,
17932,171709,GARD:0012502,Globozoospermia,a0ht000000AYfdwAAD,HGNC:29935,ORPHA:171709,,SPATA16,Disease-causing germline mutation(s) in,Assessed,
18016,178338,GARD:0010947,UV sensitive syndrome,a0ht000000AYfQgAAL,HGNC:3438,ORPHA:178338,,ERCC6,Disease-causing germline mutation(s) in,Assessed,
10349,34592,GARD:0008427,Bare lymphocyte syndrome,a0ht000000AYf0HAAT,HGNC:914,ORPHA:34592,,B2M,Disease-causing germline mutation(s) (loss of function) in,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",a0ht000000AYeN6AAL,HGNC:11621,ORPHA:552,,HNF1A,Disease-causing germline mutation(s) in,Assessed,
8028,552,GARD:0010662,"Maturity-onset diabetes of the young, type 8",,HGNC:6081,ORPHA:552,,INS,Disease-causing germline mutation(s) in,Assessed,
3382,849,GARD:0002478,Glanzmann thrombasthenia,a0ht000000AYeDHAA1,HGNC:6138,ORPHA:849,,ITGA2B,Disease-causing germline mutation(s) in,Assessed,
552,2744,GARD:0012682,Horizontal gaze palsy with progressive scoliosis,a0ht000000AYffJAAT,HGNC:13433,ORPHA:2744,,ROBO3,Disease-causing germline mutation(s) in,Assessed,
17827,169147,GARD:0001452,Complement component 2 deficiency,,HGNC:1324,ORPHA:169147,,C4B,Disease-causing germline mutation(s) in,Assessed,
8571,170,GARD:0005597,Woolly hair syndrome,,HGNC:28929,ORPHA:170,,KRT74,Disease-causing germline mutation(s) in,Assessed,
665,244,GARD:0004484,Primary ciliary dyskinesia,a0ht000000AYeTOAA1,HGNC:21054,ORPHA:244,,RSPH3,Disease-causing germline mutation(s) in,Assessed,
1701,1545,GARD:0001611,Cold-induced sweating syndrome,a0ht000000AYe6hAAD,HGNC:2364,ORPHA:1545,,CRLF1,Disease-causing germline mutation(s) in,Assessed,
17624,166260,GARD:0012796,Dentinogenesis imperfecta type 2,a0ht000000AYfa3AAD,HGNC:3054,ORPHA:166260,,DSPP,Disease-causing germline mutation(s) in,Assessed,
